Date,Influent Ammonia (mg/L),Influent Nitrate (mg/L),Influent Organic Nitrogen (mg/L),Total Phosphorus (mg/L),Influent Flow (Million Gallons),Effluent Ammonia (mg/L),Effluent Nitrate (mg/L),Effluent Organic Nitrogen (mg/L) ,Effluent Total Phosphorus (mg/L),Effluent Flow (MGD),Effluent Flow (m3/day),Nitrate loading (kg/d),TP loading (kg/d)
12/4/90,3.14,,,,,0.26,3.81,,,64.23,243136.9999,926.3519697,0
12/5/90,3.24,,,,,0.17,4.59,,,67.11,254038.9859,1166.038945,0
12/6/90,4.02,,,7.00,,0.13,,,2.30,71.62,271111.1931,0,623.5557442
12/7/90,4.88,,,,,0.18,,,,97.98,370894.6482,0,0
12/8/90,5.28,,,,,0.42,,,,109.67,415146.1121,0,0
12/9/90,5.56,,,,,0.49,,,,157.26,595293.8597,0,0
12/10/90,7.30,,,7.60,,0.24,,,5.10,126.74,479763.0915,0,2446.791767
12/11/90,9.11,,,,,0.38,14.60,,,100.12,378995.4294,5533.333269,0
12/12/90,7.58,,,,,0.35,14.90,,,82.58,312599.3064,4657.729666,0
12/13/90,7.49,,,9.70,,1.39,17.30,,5.40,78.13,295754.2239,5116.548074,1597.072809
12/14/90,7.82,,,,,,,,,71.58,270959.7766,0,0
12/15/90,4.43,,,,,4.53,,,,73.61,278644.1626,0,0
12/16/90,4.55,,,,,0.99,,,,73.66,278833.4332,0,0
12/17/90,4.18,,,9.40,,0.07,14.70,,5.50,77.75,294315.7675,4326.441782,1618.736721
12/18/90,3.86,,,,,0.12,14.00,,,82.08,310706.6005,4349.892408,0
12/19/90,4.98,,,,,,12.20,,,71.03,268877.8002,3280.309162,0
12/20/90,5.94,,,7.40,,0.28,,,3.20,68.41,258960.0212,0,828.672068
12/21/90,4.47,,,,,,,,,70.71,267666.4684,0,0
12/22/90,4.90,,,,,3.22,,,,69.49,263048.266,0,0
12/23/90,4.94,,,,,2.09,,,,65.31,247225.2447,0,0
12/24/90,3.97,,,,,1.92,,,,69.25,262139.7672,0,0
12/25/90,3.19,,,,,0.77,,,,68.06,257635.1271,0,0
12/26/90,4.65,,,,,0.31,9.93,,,68.06,257635.1271,2558.316812,0
12/27/90,4.56,,,7.80,,,9.63,,5.20,65.98,249761.4706,2405.202962,1298.759647
12/28/90,5.08,,,,,,7.34,,,63.20,239238.0258,1756.007109,0
12/29/90,0.51,,,,,1.13,,,,62.07,234960.5104,0,0
12/30/90,2.54,,,,,,,,,62.51,236626.0916,0,0
12/31/90,3.97,,,,,,,,,42.44,160652.8768,0,0
1/1/91,5.23,,,,,0.17,,,,48.70,184349.5547,0,0
1/2/91,5.89,,,,,0.26,9.93,,,44.74,169359.3239,1681.738087,0
1/3/91,7.10,,,,,,10.00,,,41.34,156488.9238,1564.889238,0
1/4/91,7.10,,,6.20,,0.17,10.30,,3.60,46.47,175908.0863,1811.853289,633.2691108
1/5/91,5.49,,,,,0.26,,,,47.14,178444.3123,0,0
1/6/91,4.18,,,,,0.13,,,,26.26,99404.91387,0,0
1/7/91,4.17,,,6.60,,0.17,,,2.90,35.91,135934.1377,0,394.2089994
1/8/91,5.05,,,,,0.17,,,,32.49,122988.0294,0,0
1/9/91,5.01,,,,,0.20,4.31,,,32.73,123896.5282,533.9940366,0
1/10/91,5.75,,,6.20,,,3.59,,2.40,35.83,135631.3048,486.9163842,325.5151315
1/11/91,4.30,,,,,,3.05,,,55.26,209181.8561,638.004661,0
1/12/91,4.37,,,,,0.13,,,,37.11,140476.6319,0,0
1/13/91,3.93,,,,,,,,,36.18,136956.1989,0,0
1/14/91,3.42,,,5.40,,,,,4.00,44.19,167277.3474,0,669.1093898
1/15/91,2.96,,,,,0.17,,,,56.75,214822.1197,0,0
1/16/91,3.03,,,,,0.09,3.06,,,56.25,212929.4138,651.5640061,0
1/17/91,3.29,,,6.30,,,4.41,,3.50,45.13,170835.6345,753.3851483,597.9247209
1/18/91,4.27,,,,,,5.46,,,42.54,161031.418,879.2315421,0
1/19/91,3.15,,,,,0.22,,,,41.00,155201.8838,0,0
1/20/91,3.09,,,,,0.17,,,,40.10,151795.0132,0,0
1/21/91,3.66,,,7.30,,,,,2.60,39.79,150621.5355,0,391.6159924
1/22/91,4.79,,,,,,,,,38.60,146116.8955,0,0
1/23/91,5.65,,,,,0.09,3.81,,,34.81,131770.1848,502.0444039,0
1/24/91,7.79,,,9.30,,,4.33,,4.30,35.10,132867.9542,575.3182416,571.332203
1/25/91,3.97,,,,,,6.00,,,33.13,125410.6929,752.4641576,0
1/26/91,6.13,,,,,,,,,32.30,122268.8011,0,0
1/27/91,5.62,,,,,,,,,32.20,121890.26,0,0
1/28/91,5.58,,,7.90,,,,,5.00,30.45,115265.7893,0,576.3289466
1/29/91,7.13,,,,,,,,,31.33,118596.9517,0,0
1/30/91,5.47,,,,,0.22,4.28,,,34.33,129953.1871,556.1996408,0
1/31/91,6.54,,,12.00,,,4.66,,5.20,32.00,121133.1776,564.4806076,629.8925235
2/1/91,7.47,,,,,0.24,6.50,,,27.77,105120.8857,683.285757,0
2/2/91,5.32,,,,,0.35,,,,30.00,113562.354,0,0
2/3/91,5.73,,,,,,,,,28.87,109284.8387,0,0
2/4/91,4.80,,,7.40,,,,,4.20,32.99,124880.7353,0,524.4990882
2/5/91,4.95,,,,,,,,,32.72,123858.6741,0,0
2/6/91,3.83,,,,,,2.91,,,32.70,123782.9659,360.2084307,0
2/7/91,4.53,,,7.10,,0.26,2.81,,3.10,30.63,115947.1634,325.8115292,359.4362066
2/8/91,4.55,,,,,,3.50,,,30.13,114054.4575,399.1906014,0
2/9/91,4.45,,,,,,,,,29.00,109776.9422,0,0
2/10/91,4.53,,,,,,,,,28.52,107959.9445,0,0
2/11/91,5.05,,,,,,,,,27.70,104855.9069,0,0
2/12/91,4.31,,,6.00,,,,,3.40,28.37,107392.1328,0,365.1332514
2/13/91,4.88,,,,,,2.94,,,27.43,103833.8457,305.2715063,0
2/14/91,5.40,,,,,,3.14,,,27.03,102319.681,321.2837982,0
2/15/91,6.80,,,12.00,,0.22,5.68,,3.80,26.51,100351.2668,569.9951955,381.3348139
2/16/91,6.32,,,,,0.09,,,,26.97,102092.5562,0,0
2/17/91,5.66,,,,,0.26,,,,25.87,97928.60327,0,0
2/18/91,3.66,,,,,,,,,30.29,114660.1234,0,0
2/19/91,5.60,,,,,,,,,25.28,95695.2103,0,0
2/20/91,4.20,,,,,,5.34,,,28.95,109587.6716,585.1981664,0
2/21/91,5.23,,,,,,5.21,,,25.77,97550.06209,508.2358235,0
2/22/91,6.54,,,7.60,,0.09,7.77,,3.80,27.10,102584.6598,797.0828065,389.8217072
2/23/91,5.36,,,,,0.13,,,,28.12,106445.7798,0,0
2/24/91,6.34,,,,,0.29,,,,25.84,97815.04091,0,0
2/25/91,6.49,,,,,,,,,26.77,101335.4739,0,0
2/26/91,7.12,,,,,,,,,26.32,99632.03858,0,0
2/27/91,6.34,,,,,,10.60,,,26.82,101524.7445,1076.162291,0
2/28/91,4.97,,,9.60,,,11.30,,6.20,27.28,103266.0339,1166.906183,640.2494102
3/1/91,3.75,,,,,,10.20,,,35.35,133814.3071,1364.905933,0
3/2/91,3.83,,,,,,,,,29.54,111821.0646,0,0
3/3/91,2.95,,,,,,,,,27.16,102811.7845,0,0
3/4/91,5.49,,,11.00,,,,,6.10,27.43,103833.8457,0,633.3864586
3/5/91,6.48,,,,,0.16,,,,28.38,107429.9869,0,0
3/6/91,6.84,,,,,0.17,10.10,,,28.11,106407.9257,1074.72005,0
3/7/91,7.23,,,12.00,,,9.66,,5.20,26.08,98723.53974,953.6693939,513.3624067
3/8/91,7.58,,,,,,9.27,,,26.82,101524.7445,941.1343813,0
3/9/91,6.51,,,,,,,,,26.13,98912.81033,0,0
3/10/91,6.80,,,,,0.26,,,,25.52,96603.70914,0,0
3/11/91,8.00,,,9.30,,0.26,,,6.80,28.93,109511.9634,0,744.6813509
3/12/91,4.97,,,,,0.26,,,,52.36,198204.1618,0,0
3/13/91,3.22,,,,,0.44,5.37,,,46.03,174242.5052,935.6822527,0
3/14/91,2.95,,,11.00,,,4.18,,1.90,49.98,189194.8818,790.8346058,359.4702754
3/15/91,3.83,,,,,,5.86,,,43.42,164362.5804,963.1647209,0
3/16/91,3.70,,,,,0.17,,,,40.88,154747.6344,0,0
3/17/91,2.36,,,,,,,,,61.35,232235.0139,0,0
3/18/91,2.27,,,4.10,,0.16,,,1.20,56.44,213648.642,0,256.3783704
3/19/91,3.66,,,,,0.13,,,,43.76,165649.6204,0,0
3/20/91,4.24,,,,,0.16,3.95,,,44.48,168375.1169,665.0817116,0
3/21/91,4.27,,,,,0.17,4.41,,,44.84,169737.8651,748.5439851,0
3/22/91,3.22,,,6.20,,0.22,4.46,,2.00,41.81,158268.0674,705.8755804,316.5361347
3/23/91,3.21,,,,,,,,,40.16,152022.1379,0,0
3/24/91,4.01,,,,,0.11,,,,36.14,136804.7825,0,0
3/25/91,4.30,,,7.40,,,,,3.00,38.74,146646.8531,0,439.9405594
3/26/91,4.18,,,,,0.26,12.90,,,36.37,137675.4272,1776.01301,0
3/27/91,3.62,,,,,0.17,15.60,,,35.14,133019.3707,2075.102182,0
3/28/91,2.57,,,,,0.09,14.50,,,35.33,133738.5989,1939.209684,0
3/29/91,3.75,,,,,,,,,34.20,129461.0836,0,0
3/30/91,5.66,,,,,,,,,33.05,125107.86,0,0
3/31/91,4.88,,,,,0.07,,,,32.57,123290.8623,0,0
4/1/91,5.56,,,8.20,,,,,5.00,34.71,131391.6436,0,656.9582179
4/2/91,6.49,,,,,,,,,24.99,94597.44088,0,0
4/3/91,6.62,,,,,0.17,,,,34.94,132262.2883,0,0
4/4/91,7.06,,,,,0.19,19.90,,,42.63,161372.105,3211.30489,0
4/5/91,8.11,,,,,,15.90,,,39.35,148955.9543,2368.399674,0
4/6/91,8.28,,,,,,,,,29.70,112426.7305,0,0
4/7/91,8.78,,,,,,,,,35.77,135404.1801,0,0
4/8/91,9.24,,,9.30,,,,,4.70,31.23,118218.4105,0,555.6265294
4/9/91,10.60,,,,,,,,,34.43,130331.7283,0,0
4/10/91,10.70,,,,,,8.17,,,30.55,115644.3305,944.8141801,0
4/11/91,7.00,,,,,,6.77,,,31.22,118180.5564,800.0823668,0
4/12/91,7.54,,,,,,5.70,,,36.87,139568.1331,795.5383585,0
4/13/91,6.34,,,,,0.35,,,,35.86,135744.8671,0,0
4/14/91,4.27,,,,,0.26,,,,65.08,246354.5999,0,0
4/15/91,3.36,,,5.50,,,,,2.90,69.09,261534.1013,0,758.4488937
4/16/91,3.40,,,,,,,,,49.09,185825.8653,0,0
4/17/91,3.33,,,,,0.16,6.24,,,45.94,173901.8181,1085.147345,0
4/18/91,3.75,,,,,,5.10,,,42.65,161447.8133,823.3838477,0
4/19/91,5.19,,,,,0.22,4.81,,,41.36,156564.632,753.0758802,0
4/20/91,4.92,,,,,0.26,,,,32.37,122533.78,0,0
4/21/91,5.10,,,,,,,,,37.49,141915.0884,0,0
4/22/91,5.17,,,,,,,,,31.23,118218.4105,0,0
4/23/91,5.75,,,10.00,,,,,4.60,36.27,137296.886,0,631.5656755
4/24/91,6.29,,,,,0.16,5.02,,,30.56,115682.1846,580.7245667,0
4/25/91,6.27,,,,,,5.38,,,31.35,118672.6599,638.4589104,0
4/26/91,7.19,,,,,0.24,,,,32.92,124615.7565,0,0
4/27/91,5.66,,,,,,,,,37.54,142104.359,0,0
4/28/91,5.32,,,,,0.24,,,,43.98,166482.411,0,0
4/29/91,5.26,,,8.00,,0.15,,,6.20,31.70,119997.5541,0,743.9848352
4/30/91,3.66,,,,,2.83,16.90,,,32.17,121776.6976,2058.02619,0
5/1/91,4.13,,,,,1.37,,,,39.25,148577.4132,0,0
5/2/91,5.10,,,,,,13.00,,,28.94,109549.8175,1424.147627,0
5/3/91,6.03,,,,,0.28,,,,42.54,161031.418,0,0
5/4/91,7.76,,,,,0.37,,,,35.78,135442.0342,0,0
5/5/91,8.98,,,,,0.17,,,,50.30,190406.2135,0,0
5/6/91,9.41,,,8.28,,0.17,,,5.30,38.20,144602.7308,0,766.394473
5/7/91,5.41,,,,,,9.05,,,35.56,134609.2436,1218.213655,0
5/8/91,7.56,,,,,0.73,,,,30.66,116060.7258,0,0
5/9/91,9.83,,,,,0.24,11.80,,,36.33,137524.0107,1622.783326,0
5/10/91,9.66,,,,,0.26,,,,32.34,122420.2176,0,0
5/11/91,,,,,,,,,,40.31,152589.9497,0,0
5/12/91,,,,,,,,,,38.31,145019.1261,0,0
5/13/91,6.80,,,8.17,,0.28,,,5.96,36.15,136842.6366,0,815.582114
5/14/91,6.11,,,,,,9.83,,,34.73,131467.3518,1292.324068,0
5/15/91,6.40,,,,,0.24,,,,39.09,147971.7473,0,0
5/16/91,8.98,,,,,0.26,9.43,,,36.14,136804.7825,1290.069099,0
5/17/91,9.83,,,,,0.20,,,,34.26,129688.2083,0,0
5/18/91,,,,,,,,,,35.41,134041.4318,0,0
5/19/91,,,,,,,,,,32.03,121246.74,0,0
5/20/91,8.64,,,6.84,,0.26,,,5.96,32.39,122609.4882,0,730.7525497
5/21/91,7.76,,,,,,9.19,,,31.73,120111.1164,1103.82116,0
5/22/91,9.21,,,,,0.27,,,,33.69,127530.5235,0,0
5/23/91,15.30,,,,,0.25,7.81,,,30.65,116022.8717,906.1386277,0
5/24/91,16.70,,,,,0.20,,,,28.53,107997.7987,0,0
5/25/91,,,,,,,,,,28.77,108906.2975,0,0
5/26/91,,,,,,,,,,30.47,115341.4975,0,0
5/27/91,19.90,,,,,0.16,,,,28.70,108641.3187,0,0
5/28/91,20.20,,,,,0.26,16.70,,,38.98,147555.352,2464.174378,0
5/29/91,18.40,,,,,0.42,,,,37.80,143088.566,0,0
5/30/91,14.80,,,,,0.38,16.60,,,39.94,151189.3473,2509.743165,0
5/31/91,,,,,,,,,,40.49,153271.3238,0,0
6/1/91,,,,,,,,,,28.30,107127.1539,0,0
6/2/91,,,,,,,,,,25.16,95240.96089,0,0
6/3/91,14.80,,,9.96,,0.18,,,5.73,20.37,77108.83837,0,441.8336438
6/4/91,11.90,,,,,,11.50,,,26.68,100994.7868,1161.440048,0
6/5/91,14.20,,,,,0.35,,,,26.83,101562.5986,0,0
6/6/91,11.60,,,,,0.44,11.90,,,26.69,101032.6409,1202.288427,0
6/7/91,10.30,,,,,0.35,,,,25.71,97322.93738,0,0
6/8/91,,,,,,,,,,25.62,96982.25032,0,0
6/9/91,,,,,,,,,,24.50,92742.5891,0,0
6/10/91,12.10,,,7.85,,0.35,,,6.44,25.90,98042.16562,0,631.3915466
6/11/91,11.50,,,,,0.35,12.50,,,25.72,97360.7915,1217.009894,0
6/12/91,11.00,,,,,0.25,,,,25.66,97133.66679,0,0
6/13/91,12.00,,,,,0.35,9.56,,,25.55,96717.27149,924.6171154,0
6/14/91,13.00,,,,,0.22,,,,25.85,97852.89503,0,0
6/15/91,,,,,,,,,,30.73,116325.7046,0,0
6/16/91,,,,,,,,,,24.12,91304.13262,0,0
6/17/91,10.50,,,7.95,,0.34,,,5.43,26.72,101146.2033,0,549.2238839
6/18/91,13.90,,,,,0.35,7.61,,,23.70,89714.25966,682.725516,0
6/19/91,13.90,,,,,0.27,,,,24.89,94218.8997,0,0
6/20/91,11.80,,,,,0.35,7.73,,,25.83,97777.18679,755.8176539,0
6/21/91,10.80,,,,,0.35,,,,29.31,110950.4199,0,0
6/22/91,,,,,,,,,,24.22,91682.6738,0,0
6/23/91,,,,,,,,,,22.50,85171.7655,0,0
6/24/91,11.60,,,8.55,,0.35,,,5.23,24.57,93007.56793,0,486.4295803
6/25/91,11.80,,,,,0.28,10.30,,,24.45,92553.31851,953.2991807,0
6/26/91,10.40,,,,,0.22,,,,23.24,87972.97023,0,0
6/27/91,11.80,,,,,0.35,8.38,,,24.49,92704.73498,776.8656791,0
6/28/91,10.20,,,,,0.35,,,,25.43,96263.02207,0,0
6/29/91,,,,,,,,,,24.74,93651.08793,0,0
6/30/91,,,,,,,,,,24.37,92250.48557,0,0
7/1/91,10.70,,,6.94,,,,,4.69,30.95,117158.4952,0,549.4733425
7/2/91,11.50,,,,,0.18,5.43,,,26.64,100843.3704,547.579501,0
7/3/91,9.03,,,,,0.22,,,,25.31,95808.77266,0,0
7/4/91,7.23,,,,,0.18,,,,24.07,91114.86203,0,0
7/5/91,9.76,,,,,0.18,,,,27.41,103758.1374,0,0
7/6/91,,,,,,,,,,23.19,87783.69964,0,0
7/7/91,,,,,,,,,,22.97,86950.90905,0,0
7/8/91,15.10,,,8.15,,,,,6.13,24.71,93537.52558,0,573.3850318
7/9/91,13.00,,,,,0.27,11.00,,,23.96,90698.46673,997.683134,0
7/10/91,8.47,,,,,0.53,,,,29.47,111556.0857,0,0
7/11/91,6.36,,,,,,7.55,,,34.47,130483.1447,985.1477428,0
7/12/91,10.90,,,,,0.34,,,,34.15,129271.813,0,0
7/13/91,,,,,,,,,,30.79,116552.8293,0,0
7/14/91,,,,,,,,,,28.02,106067.2386,0,0
7/15/91,11.50,,,8.15,,,,,6.24,26.90,101827.5774,0,635.4040831
7/16/91,13.00,,,,,,10.50,,,26.90,101827.5774,1069.189563,0
7/17/91,13.50,,,,,0.22,,,,32.23,122003.8223,0,0
7/18/91,11.20,,,,,0.09,9.45,,,31.84,120527.5117,1138.984986,0
7/19/91,10.60,,,,,,,,,31.52,119316.1799,0,0
7/20/91,,,,,,,,,,31.34,118634.8058,0,0
7/21/91,,,,,,,,,,24.09,91190.57026,0,0
7/22/91,11.80,,,7.04,,,,,5.03,24.10,91228.42438,0,458.8789746
7/23/91,13.80,,,,,0.18,8.05,,,23.79,90054.94672,724.9423211,0
7/24/91,14.20,,,,,0.27,,,,23.40,88578.63612,0,0
7/25/91,14.40,,,,,0.35,9.12,,,21.91,82938.37254,756.3979575,0
7/26/91,16.50,,,,,0.40,10.70,,,21.81,82559.83136,883.3901955,0
7/27/91,,,,,,,,,,21.15,80061.45957,0,0
7/28/91,,,,,,,,,,20.54,77752.35837,0,0
7/29/91,15.50,,,8.15,,0.22,12.00,,6.04,22.29,84376.82902,1012.521948,509.6360473
7/30/91,14.60,,,,,0.37,12.40,,,20.04,75859.65247,940.6596907,0
7/31/91,19.70,,,,,,11.80,,,21.69,82105.58194,968.8458669,0
8/1/91,18.90,,,,,0.40,,,,23.26,88048.67847,0,0
8/2/91,17.70,,,,,0.52,,,,23.25,88010.82435,0,0
8/3/91,,,,,,,,,,21.50,81386.3537,0,0
8/4/91,,,,,,,,,,21.52,81462.06194,0,0
8/5/91,10.20,,,8.65,,0.49,,,8.75,37.49,141915.0884,0,1241.757023
8/6/91,6.75,,,,,0.40,7.85,,,42.76,161864.2086,1270.634037,0
8/7/91,13.50,,,,,0.40,,,,26.92,101903.2857,0,0
8/8/91,14.00,,,,,0.35,10.50,,,29.01,109814.7963,1153.055361,0
8/9/91,15.20,,,,,0.49,,,,27.63,104590.928,0,0
8/10/91,,,,,,,,,,23.14,87594.42905,0,0
8/11/91,,,,,,,,,,22.54,85323.18197,0,0
8/12/91,18.20,,,12.80,,0.45,,,8.95,23.04,87215.88787,0,780.5821965
8/13/91,18.60,,,,,0.49,12.60,,,23.52,89032.88554,1121.814358,0
8/14/91,18.10,,,,,0.51,,,,23.55,89146.44789,0,0
8/15/91,20.50,,,,,0.28,11.90,,,22.73,86042.41021,1023.904682,0
8/16/91,20.40,,,,,0.43,,,,22.25,84225.41255,0,0
8/17/91,,,,,,,,,,23.55,89146.44789,0,0
8/18/91,,,,,,,,,,23.85,90282.07143,0,0
8/19/91,14.70,,,10.40,,0.40,,,7.04,22.78,86231.6808,0,607.0710329
8/20/91,16.10,,,,,0.44,9.22,,,22.47,85058.20315,784.236633,0
8/21/91,12.00,,,,,0.21,,,,24.06,91077.00791,0,0
8/22/91,13.80,,,,,,8.58,,,23.08,87367.30434,749.6114713,0
8/23/91,13.50,,,,,0.31,,,,21.94,83051.93489,0,0
8/24/91,,,,,,,,,,21.29,80591.41722,0,0
8/25/91,,,,,,,,,,24.15,91417.69497,0,0
8/26/91,14.30,,,7.55,,0.19,,,6.34,23.98,90774.17496,0,575.5082693
8/27/91,10.80,,,,,0.18,9.18,,,26.52,100389.1209,921.5721302,0
8/28/91,11.20,,,,,0.44,,,,24.44,92515.46439,0,0
8/29/91,9.49,,,,,0.31,8.90,,,36.97,139946.6742,1245.525401,0
8/30/91,12.50,,,7.24,,0.07,,,4.83,27.40,103720.2833,0,500.9689684
8/31/91,,,,,,,,,,30.52,115530.7681,0,0
9/1/91,,,,,,,,,,24.56,92969.71381,0,0
9/2/91,16.50,,,,,0.27,,,,25.08,94938.12794,0,0
9/3/91,11.90,,,,,0.18,14.10,,,36.43,137902.5519,1944.425981,0
9/4/91,14.00,,,,,0.22,,,,27.59,104439.5116,0,0
9/5/91,15.90,,,,,0.19,11.30,,,25.46,96376.58443,1089.055404,0
9/6/91,12.30,,,,,0.33,,,,25.04,94786.71147,0,0
9/7/91,,,,,,,,,,23.46,88805.76083,0,0
9/8/91,,,,,,,,,,23.81,90130.65496,0,0
9/9/91,11.90,,,7.14,,0.35,,,4.53,26.51,100351.2668,0,454.5912387
9/10/91,9.94,,,,,0.35,,,,27.65,104666.6363,0,0
9/11/91,14.70,,,,,0.43,,,,24.69,93461.81734,0,0
9/12/91,13.30,,,,,0.34,9.05,,,25.28,95695.2103,866.0416533,0
9/13/91,9.99,,,,,,,,,24.18,91531.25732,0,0
9/14/91,,,,,,,,,,24.34,92136.92321,0,0
9/15/91,,,,,,,,,,23.23,87935.11611,0,0
9/16/91,17.90,,,7.54,,,,,5.34,19.17,72566.34421,0,387.5042781
9/17/91,15.90,,,,,,11.10,,,17.31,65525.47826,727.3328087,0
9/18/91,12.60,,,,,,,,,19.72,74648.3207,0,0
9/19/91,10.50,,,,,,11.80,,,20.14,76238.19365,899.6106851,0
9/20/91,11.50,,,,,,,,,19.32,73134.15598,0,0
9/21/91,,,,,,,,,,20.01,75746.09012,0,0
9/22/91,,,,,,,,,,23.97,90736.32085,0,0
9/23/91,13.80,,,,,,,,,23.43,88692.19847,0,0
9/24/91,13.50,,,11.40,,0.19,8.17,,5.44,22.75,86118.11845,703.5850277,468.4825644
9/25/91,13.10,,,,,0.15,,,,22.34,84566.09961,0,0
9/26/91,14.40,,,,,0.25,,,,22.27,84301.12079,0,0
9/27/91,19.10,,,,,,8.61,,,20.88,79039.39838,680.5292201,0
9/28/91,,,,,,,,,,21.05,79682.91839,0,0
9/29/91,,,,,,,,,,21.24,80402.14663,0,0
9/30/91,13.10,,,6.14,,0.36,,,5.23,22.04,83430.47607,0,436.3413899
10/1/91,9.45,,,,,0.35,10.30,,,21.40,81007.81252,834.380469,0
10/2/91,7.18,,,,,,,,,26.04,98572.12327,0,0
10/3/91,5.22,,,,,,6.11,,,31.71,120035.4082,733.416344,0
10/4/91,4.35,,,,,,,,,42.59,161220.6886,0,0
10/5/91,,,,,,,,,,26.26,99404.91387,0,0
10/6/91,,,,,,,,,,23.33,88313.65729,0,0
10/7/91,7.26,,,6.94,,0.13,,,4.33,24.76,93726.79617,0,405.8370274
10/8/91,8.77,,,,,0.07,4.52,,,25.67,97171.52091,439.2152745,0
10/9/91,11.40,,,,,,,,,24.27,91871.94439,0,0
10/10/91,11.50,,,,,,5.46,,,19.43,73550.55127,401.58601,0
10/11/91,11.20,,,,,,,,,22.11,83695.4549,0,0
10/12/91,,,,,,,,,,21.58,81689.18664,0,0
10/13/91,,,,,,,,,,18.76,71014.32537,0,0
10/14/91,5.86,,,8.85,,,,,5.73,16.22,61399.3794,0,351.8184439
10/15/91,7.03,,,,,,4.07,,,16.50,62459.2947,254.2093294,0
10/16/91,9.70,,,,,,,,,20.06,75935.36071,0,0
10/17/91,6.95,,,,,,5.96,,,24.19,91569.11144,545.7519042,0
10/18/91,11.80,,,,,0.35,,,,27.92,105688.6975,0,0
10/19/91,,,,,,,,,,22.44,84944.64079,0,0
10/20/91,,,,,,,,,,21.70,82143.43606,0,0
10/21/91,9.89,,,10.60,,0.39,,,6.94,23.85,90282.07143,0,626.5575757
10/22/91,11.80,,,,,0.31,8.64,,,28.03,106105.0928,916.7480014,0
10/23/91,10.00,,,,,0.26,,,,29.21,110571.8787,0,0
10/24/91,9.31,,,,,0.35,8.35,,,28.84,109171.2763,911.5801572,0
10/25/91,8.40,,,,,0.35,,,,27.27,103228.1798,0,0
10/26/91,,,,,,,,,,37.25,141006.5896,0,0
10/27/91,,,,,,,,,,26.53,100426.9751,0,0
10/28/91,9.67,,,7.14,,0.33,,,5.13,31.74,120148.9705,0,616.3642188
10/29/91,7.88,,,,,0.26,6.99,,,34.19,129423.2294,904.6683738,0
10/30/91,6.56,,,,,0.31,,,,35.68,135063.493,0,0
10/31/91,8.05,,,,,0.17,4.47,,,30.25,114508.707,511.8539201,0
11/1/91,7.26,,,,,,,,,34.10,129082.5424,0,0
11/2/91,,,,,,,,,,26.60,100691.9539,0,0
11/3/91,,,,,,,,,,25.32,95846.62678,0,0
11/4/91,9.89,,,,,0.17,,,,27.99,105953.6763,0,0
11/5/91,10.20,,,,,,6.18,,,27.03,102319.681,632.3356283,0
11/6/91,9.10,,,,,0.18,,,,25.30,95770.91854,0,0
11/7/91,7.70,,,8.45,,,5.23,,5.23,26.65,100881.2245,527.608804,527.608804
11/8/91,8.36,,,,,0.26,,,,25.01,94673.14912,0,0
11/9/91,,,,,,,,,,25.00,94635.295,0,0
11/10/91,,,,,,,,,,25.66,97133.66679,0,0
11/11/91,8.58,,,,,0.26,,,,26.79,101411.1821,0,0
11/12/91,7.48,,,,,0.18,3.57,,,27.30,103341.7421,368.9300194,0
11/13/91,8.59,,,,,0.19,,,,26.45,100124.1421,0,0
11/14/91,7.61,,,,,0.31,5.11,,,29.49,111631.794,570.4384672,0
11/15/91,7.53,,,,,0.18,,,,29.43,111404.6693,0,0
11/16/91,,,,,,,,,,26.64,100843.3704,0,0
11/17/91,,,,,,,,,,29.60,112048.1893,0,0
11/18/91,5.18,,,5.44,,,,,3.92,28.86,109246.9845,0,428.2481794
11/19/91,4.38,,,,,,4.13,,,37.82,143164.2743,591.2684528,0
11/20/91,4.29,,,,,0.18,,,,26.77,101335.4739,0,0
11/21/91,4.81,,,,,,4.22,,,22.12,83733.30902,353.354564,0
11/22/91,4.18,,,,,0.21,,,,29.31,110950.4199,0,0
11/23/91,,,,,,,,,,28.09,106332.2175,0,0
11/24/91,,,,,,,,,,26.40,99934.87152,0,0
11/25/91,5.08,,,8.15,,,,,4.93,26.20,99177.78916,0,488.9465006
11/26/91,5.38,,,,,0.11,4.58,,,27.91,105650.8433,483.8808625,0
11/27/91,5.43,,,,,,,,,28.11,106407.9257,0,0
11/28/91,,,,,,,,,,26.72,101146.2033,0,0
11/29/91,5.58,,,,,0.31,,,,32.79,124123.6529,0,0
11/30/91,,,,,,,,,,27.69,104818.0527,0,0
12/1/91,,,,,,,,,,27.00,102206.1186,0,0
12/2/91,2.55,,,4.63,,0.16,,,3.12,40.75,154255.5309,0,481.2772563
12/3/91,6.72,,,,,0.24,7.71,,,31.91,120792.4905,931.310102,0
12/4/91,6.20,,,,,,,,,28.80,109019.8598,0,0
12/5/91,5.51,,,,,,8.26,,,28.89,109360.5469,903.3181174,0
12/6/91,7.07,,,,,0.15,,,,26.69,101032.6409,0,0
12/7/91,,,,,,,,,,28.06,106218.6551,0,0
12/8/91,,,,,,,,,,24.83,93991.77499,0,0
12/9/91,3.00,,,9.56,,,,,4.02,30.22,114395.1446,0,459.8684813
12/10/91,3.22,,,,,,4.16,,,29.67,112313.1681,467.2227793,0
12/11/91,3.85,,,,,,,,,30.43,115190.0811,0,0
